filepath;song;artist;subset;album;video_id;start_diff;stop_diff;csr;purpose;audio_filepath
;Soldier of Love (Radio Edit);Sade;;;t18UkkqO2JI;;;;pretrain;./data/audio/t18UkkqO2JI_Soldier of Love (Radio Edit).webm
;TiK ToK;Ke$ha;;;u5uSlUKBEDc;;;;pretrain;./data/audio/u5uSlUKBEDc_TiK ToK.webm
;According To You;Orianthi;;;_WsbuGC3lyc;;;;pretrain;./data/audio/_WsbuGC3lyc_According To You.webm
;If You Only Knew;Shinedown;;;qMeEBitkTJA;;;;pretrain;./data/audio/qMeEBitkTJA_If You Only Knew.webm
;Heartbreak Warfare;John Mayer;;;s5K1PtwJ9Wo;;;;pretrain;./data/audio/s5K1PtwJ9Wo_Heartbreak Warfare.webm
;One Day;Matisyahu;;;3Z-hxb2JZAc;;;;pretrain;./data/audio/3Z-hxb2JZAc_One Day.webm
;History In The Making;Darius Rucker;;;9R7PabPvWUk;;;;pretrain;./data/audio/9R7PabPvWUk_History In The Making.webm
;The Truth;Jason Aldean;;;lm9mXwHn0Nk;;;;pretrain;./data/audio/lm9mXwHn0Nk_The Truth.webm
;Gimmie That Girl;Joe Nichols;;;d1WSwwP1jbo;;;;pretrain;./data/audio/d1WSwwP1jbo_Gimmie That Girl.webm
;I Wanna Rock;Snoop Dogg;;;5Ovqp_S6dmM;;;;pretrain;./data/audio/5Ovqp_S6dmM_I Wanna Rock.webm
;Hillbilly Bone (feat. Trace Adkins);Blake Shelton;;;Fe4Osoqz4yE;;;;pretrain;./data/audio/Fe4Osoqz4yE_Hillbilly Bone (feat Trace Adkins).webm
;Follow Me Down (feat. Neon Hitch);3OH!3;;;dLGay_Mfu9s;;;;pretrain;./data/audio/dLGay_Mfu9s_Follow Me Down.webm
;Breakeven;The Script;;;QtATgELejV8;;;;pretrain;./data/audio/QtATgELejV8_Breakeven.webm
;Down (feat. Lil Wayne);Jay Sean;;;DQ514qIthSc;;;;pretrain;./data/audio/DQ514qIthSc_Down.webm
;Sex Therapy;Robin Thicke;;;0P8qTYlY4Xw;;;;pretrain;./data/audio/0P8qTYlY4Xw_Sex Therapy.webm
;Alice (Extended Version);Avril Lavigne;;;BC3YSVNgVsM;;;;pretrain;./data/audio/BC3YSVNgVsM_Alice (Extended Version).webm
;Keep On Lovin' You;Steel Magnolia;;;nCApygYg9QY;;;;pretrain;./data/audio/nCApygYg9QY_Keep On Lovin You.webm
;Someday;Rob Thomas;;;CdttvnVDtrs;;;;pretrain;./data/audio/CdttvnVDtrs_Someday.webm
;Naturally;Selena Gomez & The Scene;;;50gktcuxdAA;;;;pretrain;./data/audio/50gktcuxdAA_Naturally.webm
;O Let's Do It (feat. Cap);Waka Flocka Flame;;;G-Iaa2v5VT4;;;;pretrain;./data/audio/G-Iaa2v5VT4_O Lets Do It (feat Cap).webm
;Baby (feat. Ludacris);Justin Bieber;;;GqWYJT-iMTw;;;;pretrain;./data/audio/GqWYJT-iMTw_Baby.webm
;Try Sleeping with a Broken Heart;Alicia Keys;;;5SXLVga2CmU;;;;pretrain;./data/audio/5SXLVga2CmU_Try Sleeping with a Broken Heart.webm
;BedRock (feat. Lloyd);Young Money;;;arYdZIhZeS4;;;;pretrain;./data/audio/arYdZIhZeS4_BedRock.webm
;Ain't Back Yet;Kenny Chesney;;;LRVGUHLcU1c;;;;pretrain;./data/audio/LRVGUHLcU1c_Aint Back Yet.webm
;Nothin' on You (feat. Bruno Mars);B.o.B;;;wQJIkbvUVPQ;;;;pretrain;./data/audio/wQJIkbvUVPQ_Nothin on You (feat Bruno Mars).webm
;American Honey;Lady Antebellum;;;t7RxsDh6GzU;;;;pretrain;./data/audio/t7RxsDh6GzU_American Honey.webm
;It Kills Me;Melanie Fiona;;;5CYLycpKd6g;;;;pretrain;./data/audio/5CYLycpKd6g_It Kills Me.webm
;Live Like We're Dying;Kris Allen;;;pRh6kUZ6GK8;;;;pretrain;./data/audio/pRh6kUZ6GK8_Live Like Were Dying.webm
;Fearless (Taylor’s Version);Taylor Swift;;;eVNNfmr_vWI;;;;pretrain;./data/audio/eVNNfmr_vWI_Fearless (Taylor’s Version).webm
;A Little More Country Than That;Easton Corbin;;;TwGLvD5F1xg;;;;pretrain;./data/audio/TwGLvD5F1xg_A Little More Country Than That.webm
;My Best Days Are Ahead Of Me;Danny Gokey;;;-lKVYYS7bM4;;;;pretrain;./data/audio/-lKVYYS7bM4_My Best Days Are Ahead Of Me.webm
;Blah Blah Blah (feat. 3OH!3);Ke$ha;;;1LqQ4NETlK4;;;;pretrain;./data/audio/1LqQ4NETlK4_Blah Blah Blah.webm
;Neighbors Know My Name;Trey Songz;;;3YVrQhCi_u8;;;;pretrain;./data/audio/3YVrQhCi_u8_Neighbors Know My Name.webm
;Video Phone (Extended Remix featuring Lady Gaga) (feat. Lady Gaga);Beyoncé;;;5PRbsovSW-c;;;;pretrain;./data/audio/5PRbsovSW-c_Video Phone (Extended Remix feat Lady Gaga).webm
;Replay;Iyaz;;;4FqGpT3yhUI;;;;pretrain;./data/audio/4FqGpT3yhUI_Replay.webm
;Backwoods;Justin Moore;;;fn2CWwkXpro;;;;pretrain;./data/audio/fn2CWwkXpro_Backwoods.webm
;Knockout (feat. Nicki Minaj);Lil Wayne;;;85W0Zl6Tm4w;;;;pretrain;./data/audio/85W0Zl6Tm4w_Knockout.webm
;American Saturday Night;Brad Paisley;;;RKuqyHz7vHU;;;;pretrain;./data/audio/RKuqyHz7vHU_American Saturday Night.webm
;Come on over Baby (All I Want Is You) (Radio Version);Christina Aguilera;;;o_1m7ZFK60I;;;;pretrain;./data/audio/o_1m7ZFK60I_Come on over Baby (All I Want Is You) (Radio Version).webm
;Higher;Creed;;;FLTx18QMXmE;;;;pretrain;./data/audio/FLTx18QMXmE_Higher.webm
;Ta Da;Lil' Mo;;;W7FQra6NE7w;;;;pretrain;./data/audio/W7FQra6NE7w_Ta Da.webm
;Broadway;The Goo Goo Dolls;;;8BfcK-KbDdk;;;;pretrain;./data/audio/8BfcK-KbDdk_Broadway.webm
;Yes!;Chad Brock;;;jELsuZCvv4M;;;;pretrain;./data/audio/jELsuZCvv4M_Yes!.webm
;Just Be A Man About It;Toni Braxton;;;Dn5rx1i5uh8;;;;pretrain;./data/audio/Dn5rx1i5uh8_Just Be A Man About It.webm
;I Think I'm in Love with You;Jessica Simpson;;;KIl9H98RWiw;;;;pretrain;./data/audio/KIl9H98RWiw_I Think Im in Love with You.webm
;Better Off Alone (1999 Original Hit Radio);Alice Deejay;;;1KtbLNE18Gs;;;;pretrain;./data/audio/1KtbLNE18Gs_Better Off Alone (1999 Original Hit Radio).webm
;Last Resort;Papa Roach;;;PiihIwhjIvQ;;;;pretrain;./data/audio/PiihIwhjIvQ_Last Resort.webm
;What'chu Like (feat. Tyrese);Da Brat;;;bEHKyX_Trg0;;;;pretrain;./data/audio/bEHKyX_Trg0_Whatchu Like (Explicit).webm
;Lucky;Britney Spears;;;re0KCMqG28Y;;;;pretrain;./data/audio/re0KCMqG28Y_Lucky.webm
;Country Grammar (Hot Shit);Nelly;;;zDUYXlev5CI;;;;pretrain;./data/audio/zDUYXlev5CI_Country Grammar (Hot Shit).webm
;Simple Kind Of Life;No Doubt;;;0KDulfJfiv0;;;;pretrain;./data/audio/0KDulfJfiv0_Simple Kind Of Life.webm
;Where I Wanna Be;Donell Jones;;;QURUMn1ggFs;;;;pretrain;./data/audio/QURUMn1ggFs_Where I Wanna Be.webm
;Separated;Avant;;;yBhkqCOTW9I;;;;pretrain;./data/audio/yBhkqCOTW9I_Separated.webm
;It's My Life;Bon Jovi;;;bY3vXr7fm8k;;;;pretrain;./data/audio/bY3vXr7fm8k_Its My Life.webm
;Amazed;Lonestar;;;tz0R6KSwZdo;;;;pretrain;./data/audio/tz0R6KSwZdo_Amazed.webm
;I Will Love Again;Lara Fabian;;;_lrkKeJmKu0;;;;pretrain;./data/audio/_lrkKeJmKu0_I Will Love Again.webm
;I Think God Can Explain;Splender;;;pAjV5ZEMbAE;;;;pretrain;./data/audio/pAjV5ZEMbAE_I Think God Can Explain.webm
;As We Lay;Kelly Price;;;nUSViYzIYg8;;;;pretrain;./data/audio/nUSViYzIYg8_As We Lay.webm
;Californication;Red Hot Chili Peppers;;;A__cH65WRvE;;;;pretrain;./data/audio/A__cH65WRvE_Californication.webm
;Sour Girl;Stone Temple Pilots;;;xTlGvbK2pYs;;;;pretrain;./data/audio/xTlGvbK2pYs_Sour Girl.webm
;Oops!...I Did It Again;Britney Spears;;;wsHbHR3Os6U;;;;pretrain;./data/audio/wsHbHR3Os6U_Oops! I Did It Again.webm
;Taking You Home;The Desperado Dreamers;;;jWcaR0Z8DeI;;;;pretrain;./data/audio/jWcaR0Z8DeI_Taking You Home.webm
;There You Go;P!nk;;;CjiP6-nhuD8;;;;pretrain;./data/audio/CjiP6-nhuD8_There You Go.webm
;I'll Be;Reba McEntire;;;4SjXVE_K3IM;;;;pretrain;./data/audio/4SjXVE_K3IM_Ill Be.webm
;Everything You Want;Vertical Horizon;;;FwTQOPZvY3s;;;;pretrain;./data/audio/FwTQOPZvY3s_Everything You Want.webm
;Dance with Me;Debelah Morgan;;;Nnr1gkTB8Gc;;;;pretrain;./data/audio/Nnr1gkTB8Gc_Dance with Me.webm
;Try Again;Aaliyah;;;AsAi-7qb9v0;;;;pretrain;./data/audio/AsAi-7qb9v0_Try Again.webm
;Change Your Mind;Sister Hazel;;;HSQxEgzWpkA;;;;pretrain;./data/audio/HSQxEgzWpkA_Change Your Mind.webm
;Kryptonite;3 Doors Down;;;NtBwVWWa3Ss;;;;pretrain;./data/audio/NtBwVWWa3Ss_Kryptonite.webm
;You Sang To Me;Marc Anthony;;;Z3HzUaSiUjs;;;;pretrain;./data/audio/Z3HzUaSiUjs_You Sang To Me.webm
;I Will... But;SHeDAISY;;;C4sUz4DSqf8;;;;pretrain;./data/audio/C4sUz4DSqf8_I Will But.webm
;Wobble Wobble;504 Boyz;;;dAf1KJ4BlGk;;;;pretrain;./data/audio/dAf1KJ4BlGk_Wobble Wobble.webm
;Music;Madonna;;;ZlpluMUSsHg;;;;pretrain;./data/audio/ZlpluMUSsHg_Music.webm
;West Side Story;Lyte Funkie Ones;;;q1zMOF0i8Oc;;;;pretrain;./data/audio/q1zMOF0i8Oc_West Side Story.webm
;Treat Her Like A Lady;Joe;;;y2Ng8bJ27l0;;;;pretrain;./data/audio/y2Ng8bJ27l0_Treat Her Like A Lady.webm
;Bent (2007 Remaster);Matchbox Twenty;;;hm3X_rmQM7w;;;;pretrain;./data/audio/hm3X_rmQM7w_Bent (2007 Remaster).webm
;That's The Way;Jo Dee Messina;;;DmEOiCzVqjA;;;;pretrain;./data/audio/DmEOiCzVqjA_Thats The Way.webm
;Wonderful;Everclear;;;-5I62rOeXQo;;;;pretrain;./data/audio/-5I62rOeXQo_Wonderful.webm
;The Real Slim Shady;Eminem;;;r5MR7_INQwg;;;;pretrain;./data/audio/r5MR7_INQwg_The Real Slim Shady.webm
;The One;Backstreet Boys;;;bnzymu58Gn4;;;;pretrain;./data/audio/bnzymu58Gn4_The One.webm
;It's Always Somethin';Joe Diffie;;;lPcCNQIz3zs;;;;pretrain;./data/audio/lPcCNQIz3zs_Its Always Somethin.webm
;No More;Ruff Endz;;;bBnUgb_QFFE;;;;pretrain;./data/audio/bBnUgb_QFFE_No More.webm
;Is That Your Chick (The Lost Verses) (feat. JAY-Z, Missy Elliott & Twista);Memphis Bleek;;;yCdsWSSV2Ho;;;;pretrain;./data/audio/yCdsWSSV2Ho_Is That Your Chick (The Lost Verses).webm
;Shake Ya Ass (feat. Pharrell Williams);Mystikal;;;URYDeY1GhdA;;;;pretrain;./data/audio/URYDeY1GhdA_Shake Ya Ass.webm
;It's Gonna Be Me;*NSYNC;;;RJ_BbIBRl7M;;;;pretrain;./data/audio/RJ_BbIBRl7M_Its Gonna Be Me.webm
;Incomplete;Sisqo;;;0VaTnsIQjnM;;;;pretrain;./data/audio/0VaTnsIQjnM_Incomplete.webm
;Could I Have This Kiss Forever (feat. Whitney Houston);Enrique Iglesias;;;w44uKxn0Ov8;;;;pretrain;./data/audio/w44uKxn0Ov8_Could I Have This Kiss Forever.webm
;One Voice;Billy Gilman;;;labDztVFbhc;;;;pretrain;./data/audio/labDztVFbhc_One Voice.webm
;Same Script, Different Cast;Whitney Houston;;;XrzvnBHcodk;;;;pretrain;./data/audio/XrzvnBHcodk_Same Script Different Cast.webm
;Cold Day in July;The Chicks;;;IOq2N3cSVck;;;;pretrain;./data/audio/IOq2N3cSVck_Cold Day in July.webm
;Flowers On The Wall;Eric Heatherly;;;n1Ns02AyO1o;;;;pretrain;./data/audio/n1Ns02AyO1o_Flowers On The Wall.webm
;I Wanna Know;Joe;;;Qu7gB5zm_Dk;;;;pretrain;./data/audio/Qu7gB5zm_Dk_I Wanna Know.webm
;Breathe;Faith Hill;;;Mkdo45Y3Hg0;;;;pretrain;./data/audio/Mkdo45Y3Hg0_Breathe.webm
;Desert Rose (feat. Cheb Mami);Sting;;;FiApCJWwgOs;;;;pretrain;./data/audio/FiApCJWwgOs_Desert Rose.webm
;What You Want (Radio Edit) (feat. Sisqo);DMX;;;gSpzFOZ1YBk;;;;pretrain;./data/audio/gSpzFOZ1YBk_What You Want (Radio Edit).webm
;Imagine That;LL Cool J;;;iZveeE2ZYXo;;;;pretrain;./data/audio/iZveeE2ZYXo_Imagine That.webm
;Whatever (Radio Edit);Ideal;;;cBkuFcAimDw;;;;pretrain;./data/audio/cBkuFcAimDw_Whatever (Radio Edit).webm
;Most Girls;P!nk;;;5Jf2jziaZcM;;;;pretrain;./data/audio/5Jf2jziaZcM_Most Girls.webm
;Some Things Never Change;Tim McGraw;;;TU2qqBm0uDM;;;;pretrain;./data/audio/TU2qqBm0uDM_Some Things Never Change.webm
;With Arms Wide Open;Creed;;;gotLhnzWYek;;;;pretrain;./data/audio/gotLhnzWYek_With Arms Wide Open.webm
;Faded;SoulDecision;;;Y7GlV3h9lsY;;;;pretrain;./data/audio/Y7GlV3h9lsY_Faded.webm
;I Try;Macy Gray;;;tQVSInR1dhA;;;;pretrain;./data/audio/tQVSInR1dhA_I Try.webm
;Let's Make Love;Faith Hill;;;kdquzx4BBJ0;;;;pretrain;./data/audio/kdquzx4BBJ0_Lets Make Love.webm
;Smooth (feat. Rob Thomas);Santana;;;mom2TLs3Fi0;;;;pretrain;./data/audio/mom2TLs3Fi0_Smooth.webm
;Don't Call Me Baby (Original Mix - Edit);Madison Avenue;;;LIWrcD4ImwA;;;;pretrain;./data/audio/LIWrcD4ImwA_Dont Call Me Baby.webm
;It Must Be Love;Alan Jackson;;;wQMYUY4M_F4;;;;pretrain;./data/audio/wQMYUY4M_F4_It Must Be Love.webm
;Who Let The Dogs Out;Baha Men;;;KYgK97aioNA;;;;pretrain;./data/audio/KYgK97aioNA_Who Let The Dogs Out.webm
;Dance Tonight;Lucy Pearl;;;4RrZhHS0Qpc;;;;pretrain;./data/audio/4RrZhHS0Qpc_Dance Tonight.webm
;Jumpin', Jumpin';Destiny's Child;;;VDGHggDxXdc;;;;pretrain;./data/audio/VDGHggDxXdc_Jumpin Jumpin.webm
;Doesn't Really Matter;Janet Jackson;;;Pfwklyr6x3g;;;;pretrain;./data/audio/Pfwklyr6x3g_Doesnt Really Matter.webm
;Crash and Burn;Savage Garden;;;Y0cSTKDWNak;;;;pretrain;./data/audio/Y0cSTKDWNak_Crash and Burn.webm
;Prayin' For Daylight;Rascal Flatts;;;K-qRKqu4Nwc;;;;pretrain;./data/audio/K-qRKqu4Nwc_Prayin For Daylight.webm
;No Matter What They Say;Lil' Kim;;;8ZgNLiBZE8E;;;;pretrain;./data/audio/8ZgNLiBZE8E_No Matter What They Say.webm
;Swear It Again (Radio Edit);Westlife;;;O3zJe-6AOcc;;;;pretrain;./data/audio/O3zJe-6AOcc_Swear It Again (Radio Edit).webm
;Let's Get Married;Jagged Edge;;;qxtT2AejNfc;;;;pretrain;./data/audio/qxtT2AejNfc_Lets Get Married.webm
;Your Everything;Keith Urban;;;c1yfL6r1Rqg;;;;pretrain;./data/audio/c1yfL6r1Rqg_Your Everything.webm
;You'll Always Be Loved by Me;Brooks & Dunn;;;i7m4DQXwM9I;;;;pretrain;./data/audio/i7m4DQXwM9I_Youll Always Be Loved by Me.webm
;What About Now;Lonestar;;;A6sbb1N5M4s;;;;pretrain;./data/audio/A6sbb1N5M4s_What About Now.webm
;Wifey (Club Mix/Dirty Version);Next;;;merl0t9Zacg;;;;pretrain;./data/audio/merl0t9Zacg_Wifey (Club MixDirty Version).webm
;Got It All (feat. Eve & Jadakiss);Ruff Ryders;;;b8XNNl-1IbM;;;;pretrain;./data/audio/b8XNNl-1IbM_Got It All.webm
;Big Pimpin' / Papercut;Jay-Z / Linkin Park;;;HLvHc24clng;;;;pretrain;./data/audio/HLvHc24clng_Big Pimpin  Papercut.webm
;The Next Episode (feat. Snoop Dogg);Dr. Dre;;;nL2HPPHdPAA;;;;pretrain;./data/audio/nL2HPPHdPAA_The Next Episode.webm
;I Wanna Be With You;Mandy Moore;;;tjn7zI0h0R0;;;;pretrain;./data/audio/tjn7zI0h0R0_I Wanna Be With You.webm
;The Light;Common;;;pK76GKkEc9o;;;;pretrain;./data/audio/pK76GKkEc9o_The Light.webm
;Purest of Pain (English Version);Son By Four;;;h4yNF2AFSmg;;;;pretrain;./data/audio/h4yNF2AFSmg_Purest of Pain (English Version).webm
;Back Here;BBMak;;;k655eY1Z-zQ;;;;pretrain;./data/audio/k655eY1Z-zQ_Back Here.webm
;Be With You;Enrique Iglesias;;;nGpuLPFSXiA;;;;pretrain;./data/audio/nGpuLPFSXiA_Be With You.webm
;When You Need My Love;Darryl Worley;;;R0_REPdh1Tw;;;;pretrain;./data/audio/R0_REPdh1Tw_When You Need My Love.webm
;Absolutely (Story of a Girl) (Re-Recorded);Nine Days;;;kG42sa4CUHk;;;;pretrain;./data/audio/kG42sa4CUHk_Absolutely (Story of a Girl).webm
;The Chain of Love;Clay Walker;;;fdP6xh_XIag;;;;pretrain;./data/audio/fdP6xh_XIag_The Chain of Love.webm
;Callin' Me;Lil' Zane;;;_yX3zeLUFAE;;;;pretrain;./data/audio/_yX3zeLUFAE_Callin Me.webm
;He Wasn't Man Enough;Toni Braxton;;;4KHjxlIC4F8;;;;pretrain;./data/audio/4KHjxlIC4F8_He Wasnt Man Enough.webm
;I Disappear;Metallica;;;5AXdCgoyUXs;;;;pretrain;./data/audio/5AXdCgoyUXs_I Disappear.webm
;Country Comes To Town;Toby Keith;;;gg6sjcL39Ws;;;;pretrain;./data/audio/gg6sjcL39Ws_Country Comes To Town.webm
;Don't Think I'm Not;Kandi;;;_xlBIdnDAvg;;;;pretrain;./data/audio/_xlBIdnDAvg_Dont Think Im Not.webm
;I Hope You Dance;Lee Ann Womack;;;ozR3XL4cab0;;;;pretrain;./data/audio/ozR3XL4cab0_I Hope You Dance.webm
;I Need You (Radio Edit);LeAnn Rimes;;;GZVb4Oj3k2U;;;;pretrain;./data/audio/GZVb4Oj3k2U_I Need You (Radio Edit).webm
;I Turn to You;Christina Aguilera;;;_jButDF_Rtw;;;;pretrain;./data/audio/_jButDF_Rtw_I Turn to You.webm
;Georgia On My Mind;Wes Montgomery;;;Z1tYTglszrE;;;;pretrain;./data/audio/Z1tYTglszrE_Georgia On My Mind.webm
;Autumn Of My Life;Bobby Goldsboro;;;bkhKKTK4oG0;;;;pretrain;./data/audio/bkhKKTK4oG0_Autumn Of My Life.webm
;Look Of Love;Sergio Mendes & Brasil '66;;;FdQ3mbAEal4;;;;pretrain;./data/audio/FdQ3mbAEal4_Look Of Love.webm
;Halfway To Paradise (Single Version);Bobby Vinton;;;7QE2eVnLMdM;;;;pretrain;./data/audio/7QE2eVnLMdM_Halfway To Paradise.webm
;Think;Aretha Franklin;;;T7KxbmG4HJg;;;;pretrain;./data/audio/T7KxbmG4HJg_Think.webm
;Hard to Handle;Otis Redding;;;85n-d3ZlvTk;;;;pretrain;./data/audio/85n-d3ZlvTk_Hard to Handle.webm
;Be Young, Be Foolish, Be Happy (Single Version);The Tams;;;qn7wzYvlI2s;;;;pretrain;./data/audio/qn7wzYvlI2s_Be Young Be Foolish Be Happy.webm
;Journey To The Centre Of The Mind;Ted Nugent And The Amboy Dukes;;;MYxdMqGRfTg;;;;pretrain;./data/audio/MYxdMqGRfTg_Journey To The Centre Of The Mind.webm
;Competition Ain't Nothin' (Single Version);Carl Carlton;;;Ct0rPr1G1Os;;;;pretrain;./data/audio/Ct0rPr1G1Os_Competition Aint Nothin.webm
;Mrs. Bluebird;Eternity's Children;;;oIhuBe02lcc;;;;pretrain;./data/audio/oIhuBe02lcc_Mrs Bluebird.webm
;Whiskey On A Sunday (The Puppet Song);The Irish Rovers;;;OI-THvHvZg0;;;;pretrain;./data/audio/OI-THvHvZg0_Whiskey On A Sunday (The Puppet Song).webm
;I Love You;The People;;;y4YlG_8sa_A;;;;pretrain;./data/audio/y4YlG_8sa_A_I Love You.webm
;Love Makes A Woman;Barbara Acklin;;;kNYw26LqnLo;;;;pretrain;./data/audio/kNYw26LqnLo_Love Makes A Woman.webm
;You Met Your Match;Stevie Wonder;;;lBTfK_PDHQo;;;;pretrain;./data/audio/lBTfK_PDHQo_You Met Your Match.webm
;Eleanor Rigby;Ray Charles;;;1JNEc16VUEU;;;;pretrain;./data/audio/1JNEc16VUEU_Eleanor Rigby.webm
;Baby You Come Rollin' 'Cross My Mind;The Peppermint Trolley Company;;;iyT_GTLTQ7E;;;;pretrain;./data/audio/iyT_GTLTQ7E_Baby You Come Rollin Cross My Mind.webm
;Here I Am Baby;The Marvelettes;;;PfXQwvf7zsI;;;;pretrain;./data/audio/PfXQwvf7zsI_Here I Am Baby.webm
;This Guy's In Love With You;Herb Alpert & The Tijuana Brass;;;pvQMyVoefNI;;;;pretrain;./data/audio/pvQMyVoefNI_This Guys In Love With You.webm
;The Horse (Stereo);Cliff Nobles;;;H7g-b1ZaCPA;;;;pretrain;./data/audio/H7g-b1ZaCPA_The Horse (Stereo).webm
;Understanding;Ray Charles;;;W_qF-h6Z5N0;;;;pretrain;./data/audio/W_qF-h6Z5N0_Understanding.webm
;Some Things You Never Get Used To;Diana Ross & The Supremes;;;fjbauAUfLag;;;;pretrain;./data/audio/fjbauAUfLag_Some Things You Never Get Used To.webm
;Send My Baby Back;Freddie Hughes;;;hVc_97EEIpM;;;;pretrain;./data/audio/hVc_97EEIpM_Send My Baby Back.webm
;How'd We Ever Get This Way;Andy Kim;;;xdm90hHxWMQ;;;;pretrain;./data/audio/xdm90hHxWMQ_Howd We Ever Get This Way.webm
;Two-Bit Manchild (Single Version);Neil Diamond;;;35sd9eJFcWM;;;;pretrain;./data/audio/35sd9eJFcWM_Two-Bit Manchild.webm
;(Love Is Like A) Baseball Game;The Intruders;;;vm-KijvGT0M;;;;pretrain;./data/audio/vm-KijvGT0M_[Love Is Like A] Baseball Game.webm
;Hello, I Love You (New Stereo Mix);The Doors;;;IsbIXm30c8k;;;;pretrain;./data/audio/IsbIXm30c8k_Hello I Love You (New Stereo Mix).webm
;Soul Limbo;Booker T. & The MG's;;;L0T8Lc2FzNo;;;;pretrain;./data/audio/L0T8Lc2FzNo_Soul Limbo.webm
;With Pen in Hand;Bobby Goldsboro;;;yBEPP4wEA_A;;;;pretrain;./data/audio/yBEPP4wEA_A_With Pen in Hand.webm
;Jumpin' Jack Flash;The Rolling Stones;;;KXUJMaYzh6U;;;;pretrain;./data/audio/KXUJMaYzh6U_Jumpin Jack Flash.webm
;Prayer Meetin';Willie Mitchell;;;6SBhzGQ-5LI;;;;pretrain;./data/audio/6SBhzGQ-5LI_Prayer Meetin.webm
;Sunshine Of Your Love (Mono version);Cream;;;C9k6aa4QvJ4;;;;pretrain;./data/audio/C9k6aa4QvJ4_Sunshine Of Your Love (Mono Version).webm
;It Should Have Been Me;Gladys Knight & The Pips;;;xzfEueYjg8Y;;;;pretrain;./data/audio/xzfEueYjg8Y_It Should Have Been Me.webm
;San Quentin;Johnny Cash;;;jGATSimH8vE;;;;pretrain;./data/audio/jGATSimH8vE_San Quentin.webm
;Mony Mony;Tommy James & The Shondells;;;qdrx9F6WEzM;;;;pretrain;./data/audio/qdrx9F6WEzM_Mony Mony.webm
;I Loved And I Lost;The Impressions;;;FGap8Cq2B0I;;;;pretrain;./data/audio/FGap8Cq2B0I_I Loved And I Lost.webm
;Face It Girl, It's Over;Nancy Wilson;;;xMYPJ2byOl8;;;;pretrain;./data/audio/xMYPJ2byOl8_Face It Girl Its Over.webm
;Amen;Otis Redding;;;7OEfI0dvrkg;;;;pretrain;./data/audio/7OEfI0dvrkg_Amen.webm
;"Hang 'Em High (From the Motion Picture ""Hang 'Em High"")";Hugo Montenegro & His Orchestra and Chorus;;;9eYWXwaX3TU;;;;pretrain;./data/audio/9eYWXwaX3TU_Hang Em High (From the Motion Picture Hang Em High).webm
;Angel of the Morning;Merrilee Rush & The Turnabouts;;;stngGiMrn5U;;;;pretrain;./data/audio/stngGiMrn5U_Angel of the Morning.webm
;Just A Little Bit;Blue Cheer;;;UXavmVRcg1g;;;;pretrain;./data/audio/UXavmVRcg1g_Just A Little Bit.webm
;People Got to Be Free;The Rascals;;;XJD0YfejURg;;;;pretrain;./data/audio/XJD0YfejURg_People Got to Be Free.webm
;The Impossible Dream;Roger Williams;;;xt2Q1Q47fzk;;;;pretrain;./data/audio/xt2Q1Q47fzk_The Impossible Dream.webm
;God Bless Our Love;Fabulous Ballads;;;tUQ2sJnlUOI;;;;pretrain;./data/audio/tUQ2sJnlUOI_God Bless Our Love.webm
;D-I-V-O-R-C-E;Tammy Wynette;;;4qh084Qm6Hg;;;;pretrain;./data/audio/4qh084Qm6Hg_D-I-V-O-R-C-E.webm
;What's Made Milwaukee Famous (Has Made A Loser Out Of Me);Jerry Lee Lewis;;;BxwZ4RuTCjs;;;;pretrain;./data/audio/BxwZ4RuTCjs_Whats Made Milwaukee Famous (Has Made A Loser Out Of Me).webm
;She's A Heartbreaker;Gene Pitney;;;YJDuAQ-DndQ;;;;pretrain;./data/audio/YJDuAQ-DndQ_Shes A Heartbreaker.webm
;Yummy, Yummy, Yummy;Ohio Express;;;VECljlG--gE;;;;pretrain;./data/audio/VECljlG--gE_Yummy Yummy Yummy.webm
;Slip Away;Clarence Carter;;;IkhdHWF0Vms;;;;pretrain;./data/audio/IkhdHWF0Vms_Slip Away.webm
;Born To Be Wild;Steppenwolf;;;93fAJe8WVjA;;;;pretrain;./data/audio/93fAJe8WVjA_Born To Be Wild.webm
;Reach Out Of The Darkness;Friend & Lover;;;RBjQhEME0LQ;;;;pretrain;./data/audio/RBjQhEME0LQ_Reach Out Of The Darkness.webm
;Lady Willpower;Gary Puckett and the Union Gap;;;2aAnaw9z0EU;;;;pretrain;./data/audio/2aAnaw9z0EU_Lady Willpower.webm
;Mrs. Robinson (Single Mix);Simon & Garfunkel;;;ma6ManVDCHA;;;;pretrain;./data/audio/ma6ManVDCHA_Mrs Robinson (Single Mix).webm
;Choo Choo Train (Digitally Remastered: 1996);The Box Tops;;;ZGAjPGu4oec;;;;pretrain;./data/audio/ZGAjPGu4oec_Choo Choo Train (Digitally Remastered 1996).webm
;Classical Gas;Mason Williams;;;Bel7WcHeUXY;;;;pretrain;./data/audio/Bel7WcHeUXY_Classical Gas.webm
;Lovers Holiday;Peggy Scott and Jo Jo Benson;;;Vq25co3P4j8;;;;pretrain;./data/audio/Vq25co3P4j8_Lovers Holiday - Original.webm
;Don't Give Up;Petula Clark;;;-TTs92VNj-I;;;;pretrain;./data/audio/-TTs92VNj-I_Dont Give Up.webm
